news,off
"Industry officials dispute the study's findings, saying the number is higher.",1
"Still, Mr. Powell is described by close aides as feeling as strongly as ever that an attack on Iraq without the support of France, Russia, China and other nations would pose a dangerous risk of igniting opposition and perhaps turmoil in the Arab world.",1
"Judge Stapleton wrote the majority opinion, which upheld many provisions of a strict Pennsylvania abortion law that a district court judge had struck down.",0
"Robert J. Strauss, the Democratic strategist and fellow Texan who is close to the Bush family, said the president's words, particularly his frequent references to the Sept. 11 attacks, were aimed at shoring up the flagging support for a war option in the United States.",0
But historians say their blossoming also demonstrated the strong community ties forged by rural blacks and a fierce determination to educate their children despite official indifference.,1
"Mr. Bush's political groups reported raising more than $108 million -- and spending more than $10 million, often on lavish, catered fund-raisers that Mr. Bush personally attended to meet and have photos taken with wealthy donors.",1
"The president is said to be aware of the potential fallout of trying to get another attorney general through a confirmation hearing and that in the interim, he would be left with Rod J. Rosenstein, the deputy attorney general who recommended a special counsel for the Russia inquiry.",0
"Americans use more antibiotics than people in other industrialized nations, with rates more than twice those in Germany and the Netherlands, according to the Pew Charitable Trusts, a Washington-based research and advocacy group.",0
Nearly eight in 10 Americans say they want federal legislation to protect patients against surprise bills.,0
Mr. Cantor's aides see it differently.,0
"Senate Democratic aides were openly making legislative plans for later this week, to press Democratic proposals after the fiscal deadline is breached -- and after the next Congress is sworn in on Thursday with more Democrats in both the House and the Senate.",0
"Following the debt-ceiling debate, Obama's strategists started comparing their boss with the original comeback kid, Harry Truman -- an implicit concession that the president will most likely fight 2012 from behind.",0
"The likely situation, according to a top legislative aide, is that assuming Ms. Lyons moves forward with an impeachment inquiry, she would inform Mr. Rowland before announcing the decision.",1
"KABUL, Afghanistan -- The Afghan Supreme Court said Sunday that President Hamid Karzai may lawfully remain in power until presidential elections in August, saying that it was in the national interest to maintain stability and continuity of government.",0
Another method would be to assign electoral votes according to the proportions of the popular vote each candidate won.,0
"Another big problem, Gore advisers said, was that they did not move quickly to contain the negative publicity against the vice president for his performance in the first debate.",1
Officials from the city's Department of Homeless Services have been working with evacuees at the Radisson and with those living at six other hotels in the city to help them find more permanent housing.,0
The 500-page report criticized Mr. Comey for breaking with longstanding policy and publicly discussing -- in a news conference and a pair of letters in the middle of the campaign -- an investigation into Hillary Clinton's use of a private email server in handling classified information.,0
"But midodrine's maker got the drug approved in 1996 under a process known as accelerated approval, in which drugs for severe or life-threatening conditions are approved even though the evidence for their effectiveness is scant.",0
That investigation followed mounting criticism of travel and spending by Mr. Coles and City Hall aides.,0
"But the Iranian organizations concealed their identities from the American sellers by setting up shell companies, law enforcement officials said.",1
"Sergeant Jawed's background check was clean, a security official aware of the developments said.",1
"But Ayatollah Khamenei apparently allowed a group of Iranian diplomats to begin secret preparatory talks with American officials in Oman, according to an Associated Press report citing American officials.",0
"According to the emails released on Friday, Mr. Carter continued to use the account for government work at least until September.",0
Some say the ties may go deeper.,0
"Among the thousands of emails and documents released in the earlier investigation are indications that some of Mr. Walker's county aides routinely used personal laptop computers, a non-county computer network, and private Yahoo and Google email accounts to conduct campaign-related business while at work.",0
"Markey, who said he did not want Steyer's help, won handily.",0
"The former mayor of the town told reporters that 10,000 Syrians had sought refuge, not ""tens of thousands.""",0
Critics say it could lead to discrimination; supporters say it protects religious freedom.,1
"Some supporters of Mr. Sanders on Wednesday said that they hoped that Mr. Obama would not pressure their candidate to quickly leave the race. """,1
"One side says the newspaper was insensitive, the other that the protesters have a double standard and are fanning the flames for the sake of attention.",0
"Wall Street traders are also extremely reluctant to give up the ""eat what you kill"" mentality that has dominated their profession these past two decades.",0
"An account of the negotiations that led to the votes, based on interviews with the people briefed on the matter who were not authorized to speak publicly, pulls back a curtain on the private negotiations to show how the regulators completed a rule that has divided Wall Street and Washington.",1
"James Carville and Mary Matalin, the husband-and-wife team who are, respectively, Democratic and Republican strategists, will also be featured.",0
"In other business today, the governor and two legislative leaders announced that they had reached an agreement on changes in requirements for teenagers to get a driver's license.",0
"A focus of that inquiry is the role of Toni Porter, a longtime aide to Mr. Pompeo, who is on the State Department payroll as a senior adviser and who helped set up domestic travel and events inside the United States for Mr. Pompeo and his wife.",0
""" In an interview on Sunday, Mr. Obama's senior adviser, David Axelrod, said the president remained convinced that a public plan was ""the best way to go.""",0
"But officials with the machinists' union say 1,800 may soon be laid off after the new plant gets up to speed.",1
"Mr. Corzine was also criticized for forgiving a $470,000 mortgage to a former girlfriend who is president of a state workers' union.",0
"The tax rate has been lowered to 50 percent from 85 percent and will be applied retroactively to Jan. 1, according to a royal order.",0
"Of those, half a dozen have faced charges or other law enforcement follow-up, he said, because the behavior detection officials succeeded in picking out people who had a reason to be nervous, generally because of immigration matters, outstanding warrants or forged documents.",0
"The officials speculated that the recount could take as long as two weeks, including weekends, with a one-day break for Thanksgiving.",1
"The majority of buyers in Lago Vista ""were duped into believing it was easier than it was,"" Mr. Ramirez says.",0
"The administration had asked a three-judge appeals court panel for prompt action to avert a national security emergency -- and was rebuffed last week -- after a trial judge had blocked the ban, allowing refugees and visitors from seven Muslim-majority nations into the United States.",0
"But on Friday, Justice Department lawyers told automakers that they had concluded that they had not broken any rules or laws in their dealings with California, according to the people familiar with the matter.",1
"But Mr. Sessions, a former senator and prosecutor who was an important campaign adviser to Mr. Trump, told reporters he was worried that the increase in violence in some major cities, like Chicago and Baltimore, was ""not a blip"" and could signal ""a longer-term trend.""",0
"With summer drawing to a close, the midterm election is just two months away and this question is likely to be analyzed and debated with increasing urgency.",0
"In his statement Friday night, Mr. McConnell made no mention of the timing for considering nominees, a sign that he was calculating the best scenario for Supreme Court hearings and a vote, given that several Republican senators are facing tough re-election challenges, and a handful have suggested they would not want to move forward with a confirmation so close to the election.",0
But she said that was not a realistic goal in the South of the 1920s.,0
"In the House, Democrats say they could capture a dozen of the 26 Republican seats left open by retirements, and challengers are closing in on Republican incumbents in Colorado, Connecticut, Florida, Michigan, Nevada, New York and elsewhere.",0
"There is, in fact, only one person who could conduct such a high-profile, politically sensitive investigation fairly and completely -- a special prosecutor.",0
"Mr. Obama called the idea ""sensible"" and said he supported it.",0
"The Republican and Democratic House campaign organizations are each weighing in with least $1 million in television advertising in the fight, evidence that both parties consider the race crucial.",0
"Now, a week later, what most people know about the talk is that the attorney general accused his fellow citizens of being, on the matter of race, ""a nation of cowards.",0
"Strategists say that fund-raising will be an obstacle for Mr. Graham but that if his candidacy gains traction he could benefit from South Carolina's status as a the second state to hold a primary. """,1
"In the struggle for every last vote, some candidates were hoping to appeal to a small number of black voters in the South Carolina primary on Saturday -- even if those voters end up supporting President Obama in the fall.",0
"Business groups say the Roberts court's decisions have helped combat frivolous lawsuits, while plaintiffs' lawyers say the rulings have destroyed legitimate claims for harm from faulty products, discriminatory practices and fraud.",1
"While she has Capitol Hill know-how, Governor Fallin isn't considered a ""Washington insider.",0
"From April 19 to May 31, the children were separated from 1,940 adults, according to a spokesman for the Department of Homeland Security, who spoke during a conference call with reporters that had been described as an effort to correct the record about immigrant families being split up at the border.",1
"Government advisers on the island have been sending memos to the news media over the last several days suggesting that even if the government cannot make the payments, it will not technically be in default -- something Puerto Rico is desperately trying to avoid.",1
"Asked in August if troops could be out of Iraq this year, Mrs. Clinton pointed to experts' estimates that only one to two brigades could be evacuated a month.",0
"But this week, at least seven major news outlets declined to accept one of the available press seats on Mr. Trump's plane, according to people familiar with internal planning discussions.",1
"""In particular, Senator Menendez's attention to cultural minorities and underrepresented communities, particularly Hispanic-Americans, as well as immigration issues generally, exemplifies his focus on ethnic constituencies and issue constituencies whose members are not limited to New Jersey residents,"" according to the defense's brief, which was submitted by lawyers for Mr. Menendez and Dr. Melgen.",0
"But one of the cards endorses two Republican incumbents for state Senate, while the other encouraged people to vote for a Republican school board member and to vote yes on a ballot issue on solar competition that Democrats oppose, according to The Miami Herald.",0
"Though the two previous chief justices, Warren E. Burger and William H. Rehnquist, were conservatives like Chief Justice Roberts, their assignments to the surveillance court were more ideologically diverse, according to an analysis by The New York Times of a list of every judge who has served on the court since it was established in 1978.",0
"Mr. Bernanke has already done more to increase economic growth and reduce unemployment than many of his conservative critics favor, while other critics -- predominantly liberal -- argue that he has not done enough.",0
"While campaign insiders say that ""nonengagement"" has been their strategy from the first, a spokesman for Mr. Morgenthau's campaign, George Arzt, said he did not agree with the ""Rose Garden"" characterization.",0
State and local officials have argued that it is too late to make many of the changes without creating chaos next year.,1
The bank told her that she was not processing enough transactions.,0
"Now that House Democrats are beyond the spotlight of their ballyhooed first 100 hours, there are signs of foot-dragging on the keystone of their promised lobbying reform: forcing disclosure of the huge sums in campaign donations that lobbyists package to grease privileged access in the Capitol.",0
"Economists believe that imposing this tax would cause the value of the dollar to rise on currency markets, which would offset the tax on imports, and so consumer prices wouldn't rise.",1
"The unit, of about 50 officers, is the focus of another potentially ground-breaking plan that has not yet won approval.",0
"According to the State Education Department, there are more than 300 failing schools in New York City.",0
"Justice White, who had the opinion assignment, and Justice O'Connor, who objected to aspects of his draft, were at an impasse.",0
American diplomats in Kabul must tiptoe between two rival Afghan leaders -- President Ashraf Ghani and Abdullah Abdullah -- who have each declared themselves the winner of national elections held last fall.,0
And some sanctions specialists worry that mixed signals from the Trump administration may further undermine global enforcement.,1
"While the whistle-blower has an expectation of confidentiality from the inspector general, some lawyers warn that it is not always absolute.",1
"When the program was first developed, state officials said, they insisted on giving banks a role in doling out the grants in part to make sure people did not walk away from their damaged houses.",1
"Richard V. Reeves, a scholar at the Brookings Institution , argues that the most significant dividing line in recent American experience isn't between the 99 percent and the 1 percent, but between the 80 percent and the 20 percent -- a group that includes not just the very rich but also people most Americans would identify as upper middle class.",0
"Nevada has a total of 2,097 precincts, and 1,736 precincts had registered Democrats ahead of Caucus Day, according to the state party.",0
"But independent spenders raising unlimited contributions and making unlimited expenditures can skew those boundaries rapidly,"" according to a 2014 report by the Campaign Finance Board.",0
Democrats say they cannot support a deal with Colombia until it substantially reduces the killings of labor leaders and other dissidents there.,0
"The federal government, including the Centers for Disease Control and Prevention and the Food and Drug Administration, has been criticized for a flawed rollout of coronavirus tests, which were delayed after manufacturing problems at the C.D.C. and after lab directors and public health officials said the F.D.A. moved too slowly to allow outside companies and academic labs to develop their own tests.",0
And some police officials whose departments have been the target of Justice Department investigators say the consent decree that resulted was beneficial.,1
"""Does anybody believe that George Bush wasn't a skimmer who got out of the Vietnam War?"" said Bill Carrick, a Democratic media consultant who worked on this year's presidential campaign of Representative Richard A. Gephardt.",0
The officials said they believe that the last terrorist operation tried by Iraq against the United States was the assassination attempt against the first President Bush during his visit to Kuwait in 1993.,1
"""The Colombia agreement is pivotal to America's national security and economic interests right now, and it is too important to be held up by politics,"" President Bush told an audience of Hispanic business leaders here.",0
And that's what the statute says here and that's what the Florida Supreme Court has told us when it said that the board has the right to act within its sound discretion.,0
"Mr. Trump's hopeful comments about disinfectant use coincided with an alarming rise in accidents with household cleaning products in recent weeks, according to doctors who monitor activity at poison call centers.",1
"The official, who did not want to be identified, said the nurses and other workers felt let down that Ms. Pham had been transferred.",1
"For their part, New York officials say they are not trying to cut New Jersey out of the process.",1
"Beijing forces countries to choose, as the policy's name indicates, ""one China.",0
"Louisiana officials say the agency had approved the original plan, last year, to hand out the money through banks, in what are called disbursement accounts.",1
"""The most important thing the new administration can do at a moment when the collective psyche has been so shattered is to spend money now on tangible things,"" said Mark Zandi, chief economist at Moody's Economy.com, who advised John McCain's presidential campaign.",0
"The SeaWorld complaint said Ms. Padgett provided confidential documents from the safety review and a subsequent mediation to one of the film's producers, Tim Zimmermann.",0
"Law enforcement officials described Mr. Steele not as an investigator funded by Democrats but as a reliable source to the bureau who had provided helpful information about corruption in FIFA, soccer's global governing body, according to two people familiar with the warrant application.",1
"""The chances of Workhorse's affiliate successfully getting the plant transferred and retooled are extremely small,"" said Sam Abuelsamid, principal auto analyst at Navigant Research.",0
"Slovenia was told to take a prisoner if it wanted to meet with President Obama, while the island nation of Kiribati was offered incentives worth millions of dollars to take in Chinese Muslim detainees, cables from diplomats recounted.",0
The issue tends to divide lawyers and scholars along ideological lines.,0
He is a registered municipal adviser and favors the fiduciary mandate.,0
"The tankers would not go into service for months, but supporters say it is important to move as quickly as possible.",1
But Boeing officials say South Carolina's low production costs were the reason behind the move.,1
"More than 40,500 companies sponsored workers for H-1B visas in the 2017 fiscal year.",0
"Or, as the health-policy analyst Robert Laszewski puts it, ""They created a Cadillac with Chevrolet subsidies.",0
"Democrats have asserted that the investigation was kept alive in hopes of developing and propagating accusations about the Clinton administration, while Republicans have said that supporters of Mr. Clinton andSenator Clinton were eager to suppress Mr. Barrett's inquiries.",0
But some African-American leaders have criticized her handling of budget problems at Nashville's public hospital.,1
"Ms. Wilson's identity was disclosed just days after her husband, Joseph C. Wilson IV, a former ambassador, wrote an Op-Ed article in The New York Times asserting that the Bush administration, to build its case for war, had distorted intelligence about Iraqi efforts to obtain uranium in Africa.",0
"While the coronavirus presents a very different threat, now that we are seeing some hopeful signs that the outbreak has started to peak, we can begin to think about the road to recovery, applying some of the key lessons from our experience after Sept. 11.",0
"Renegade delegates forced a floor fight in an effort to embarrass him, and his top aide called Ohio's governor ""petulant"" for not endorsing Mr. Trump.",1
"With the unemployment rate falling to 5 percent in October and employers bolstering payrolls by 271,000, Fed officials are likely to conclude when they meet next month that the economy is strong enough to handle the first increase in interest rates in nearly a decade.",0
"Still, the fortunes of Dr. Dean, the former governor of Vermont, and the journalists assigned to him are intertwined in ways that go beyond dashed dreams of book contracts and plum assignments to affect the Dean campaign, analysts said, in ways that could make a comeback extremely difficult.",1
"Barely a third of the residents have returned to Orleans Parish, which was two-thirds black before the hurricane, according to estimates from the Greater New Orleans Community Data Center.",0
"Over the past seven decades, the Israeli people have by the a country where Jews, Muslims and Christians and people of all faiths are free to live and worship according to their conscience and according to their beliefs.",0
"In particular, Democrats said, Mr. Bush's request for $87 billion to continue military and reconstruction operations in Iraq and Afghanistan has made clear the difficulty, if not the impossibility, of waging an expensive fight against terrorism, cutting taxes and addressing pressing domestic issues simultaneously.",0
But the general has also said that it is too soon to present recommendations on reducing American forces below that level because the situation in Iraq is in flux.,0
"He and other democracy experts do credit Mr. Bush with creating the Millennium Challenge Account, which greatly increased United States foreign aid to countries that practiced good government and met certain specific goals.",1
Dysfunctional System To listen to a handful of Bank of America employees speak candidly about the mortgage program is to hear deep frustration with their bank's performance.,1
"Many of these campaign finance proposals have been debated for years, and several government oversight groups praised the board yesterday for moving ahead on them, despite the political overtones.",0
But McCain advisers had counted all along on the Republican National Committee to help make up the difference.,0
"""As the governor has said many times, he has no plan to endorse in this year's mayoral primary,"" said the official, who asked for anonymity to discuss Mr. Cuomo's wit.",1
"With voters under 45, Mr. Biden is polling several points behind Mr. Yang, a former tech executive who has never run for office before.",0
"The Environmental Protection Agency's failure to intervene earlier and stop the water crisis in Flint, Mich., exposed a need for wholesale changes to how federal officials monitor drinking water systems, a government watchdog said Thursday.",1
"Department of Homeland Security officials, responding to sharp criticism on Monday from a union representing 12,000 of its employees, said they had added many safeguards in recent years to protect against fraud and security violations by foreigners seeking to live in the United States.",1
Senator Clinton said she supports Senator Obama and wants her supporters to support Senator Obama.,0
"Straight reporters are doing good, hard work.",0
"""There was this big desire to kill the competition,"" said Richard L. Aboulafia, an analyst at the Teal Group in Fairfax, Va.",0
The officials have warned senators of diplomatic and economic fallout from the legislation.,1
"Administration officials were providing them with the same information about the Bin Laden raid that they have given to all the news media, he said.",0
"Without the fiduciary duty, tens of thousands of local governments, hundreds of thousands of local officials, and hundreds of millions of local taxpayers and ratepayers would be at significant risk, as they have been in the past,"" said Mr. Doty, the adviser from Sacramento.",0
"For us, it's over in Wisconsin,"" he said.",0
"The House had requested to see the blacked-out portions of the Mueller report, along with the underlying transcripts and other evidence, about several topics including additional information about a June 2016 meeting between Russians and Trump campaign officials at Trump Tower and Mr. Trump's knowledge of outreach to WikiLeaks by his aides.",0
"Michael L. Moodie, a former State Department official who helped negotiate the convention in the previous Bush administration, said the treaty language was ""left deliberately vague so that the competing sides in the debate -- basically the U.S. on one side and much of the others on the other -- could both adhere to their respective national interpretations.""",0
"""We simply cannot afford to reveal to terrorists all that we know about them,"" he said, as if anyone had ever suggested that.",0
"This week, someone lined a Trump sign with razor blades outside a polling place at Collin College in McKinney, Tex., according to WFAA, a local TV station.",0
"""I could draw you a scenario in which this new combination of players leads to the first real talks with Iran in three decades,"" one of the key players on the issue for President Obama said last week, speaking on condition of anonymity because the new administration had not even named its team, much less its strategy.",1
About 200 American personnel are expected to help operate the system.,0
"Yet even some parents who find the construct of autism useful in understanding and helping children others might call quirky say that in an ideal world, autism as a mental health diagnosis would not be necessary.",1
"An analysis by the Department of Investigation led to the payment, the city's news release said.",0
"Officials said banks would not be permitted to use their own capital for ""trading unrelated to serving customers.",1
"PHILADELPHIA, Sept. 20 -- ""We get paid to play this game because the people want to watch us,"" the Rangers' Brian Leetch said, ""but they made it clear what they wanted to watch.""",0
"Photos: GROUNDED -- Privets from Warren's Nursery in Southampton were still awaiting delivery last month because of a shortage of workers, according to the nursery's owner, Fernando Bustamente, below.",0
"Advocates for ranked-choice voting -- some of whom view Maine as setting an example that other states soon may follow -- argue that it allows voters more freedom to express their preferences, since they can, for instance, rank a third-party candidate as their first choice, without worrying about throwing away their vote.",1
The official White House account then reposted Mr. Trump's message; Twitter responded by adding the same notice.,0
"Population loss was hastened in the last few years, experts said, by the twin blows of the foreclosure crisis and jobs lost to the recession.",1
United States intelligence officials say they do not know what was discussed at the meeting.,1
Law enforcement officials immediately announced their support of the bill and began to push lawmakers to back it.,1
"And it was just one in a series of moments that have left scientists and regulators across the public health bureaucracy increasingly worried that the White House could exert greater pressure to approve a vaccine before Election Day, even in the absence of agreement on its effectiveness and safety.",0
"A federal magistrate judge ruled that Mr. Rosario's trial lawyers were ""objectively deficient for failing to adequately investigate petitioner's alibi and present additional witnesses at trial.",0
"At the White House, Republican senators loyal to Mr. Trump huddled with senior presidential aides and the White House's top lawyer to begin charting out a Senate trial.",0
"Mr. Giuliani said on Wednesday that despite representing Mr. Trump he was ""still an independent lawyer and consultant.""",0
"Ms. Dragas has not indicated any plans to leave, and while her term expires July 1, the governor, while criticizing the ouster process, has not yet said whether he will reappoint her.",0
Administration officials acknowledged the risks inherent in announcing a conference when so much about it remains unsettled.,1
"In his speech and in a conference call with reporters, Mr. Kerry and his advisers described $420 billion in tax cuts -- restating plans announced over the past six months to overhaul the corporate tax code and give tax credits for education, child care, job creation, small businesses, energy and broadband technology.",0
"Although many women can work through an entire pregnancy without job modifications, some -- especially those in low-wage jobs requiring long hours, prolonged standing and heavy lifting -- may require temporary help to safeguard their own health and their pregnancies.",0
"The proposal on ads is reminiscent of the kind of proposals that formed the bedrock of President Clinton's 1996 re-election campaign, in that it strikes what many politicians believe is a particularly receptive chord among voters on an issue that Mrs. Clinton's opponent is unlikely to dispute her on.",0
"Though officials at both ends of Pennsylvania Avenue have been preparing for weeks, Ms. Pelosi's letter on Friday began an unofficial countdown toward opening arguments.",0
"Aides to the secretary are still smarting over the way Foreign Minister Dominique de Villepin summoned a Security Council session on terrorism and then turned it into an occasion for his heated news conference in which he declared that ""nothing, nothing,"" justified going to war against Iraq right now.",0
"About 32 percent of the state government's revenue is federal money, according to an analysis of data from fiscal year 2014 performed by the Tax Foundation.",0
Ferrer supporters and would-be supporters have been the loudest in conveying that impression.,0
"Two-thirds of Americans say they check labels when shopping to see if they are buying American goods, according to a New York Times poll taken early this year.",0
"But many old-time residents of Bloomingburg oppose the development, which was approved by the village's mayor and trustees, largely, they say, because it would alter the village's bucolic and secular character.",0
"The Environmental Protection Agency said it would let the utility, the Tennessee Valley Authority, ship dredged material from the site of the December spill near Kingston, Tenn., about 300 miles to the Arrowhead Landfill in Perry County in central Alabama.",0
"""It doesn't matter who I'm talking to -- everybody has complaints about N.C.L.B.,"" said Mr. Kline, who would oversee any revision of the law by the House.",0
His advisers calculate that there has been roughly one photo opportunity every day and a half.,1
"""This afternoon Dede Scozzafava betrayed the G.O.P.,"" said Rob Ryan, senior communications adviser.",0
"Observers say the vitriol, tinged with allegations about race and class, does not augur well for a reconciliation anytime soon.",1
"Last week, a federal judge in Utah with multistate jurisdiction sided with the broadcasters, issuing an injunction against Aereo, forcing it to shut down operations in Salt Lake City and Denver.",0
Mr. de Blasio calls for hiring 700 literacy specialists and distributing them in elementary schools throughout the system.,0
The senators seemed clearly to have been moved by the dismay expressed by current and former members of the military over the lack of uniform standards for the treatment of detainees.,0
"The most stark example of Mr. Sanders's problems with self-identified Democrats may be the Warren-to-Biden voters, people like Barbara Becker and Lisa Stone.",0
"Part of the driving timetable is that although military officials say American forces will be ready to fight a war against Iraq in mid-February, they will be even more ready in mid-March.",1
The Justice Department has not publicly identified any accomplices in the Sept. 11 hijackings who had advance knowledge of the attacks and who are still in the United States.,0
"He has also worked with Senator Lamar Alexander, Republican of Tennessee, to end some Senate practices that had led to gridlock.",0
"Mr. Hughes said some vendors had demanded cash in advance before fulfilling orders, but he insisted that those terms were not unusual for companies the size of Workhorse.",0
"He disagreed with critics, including those in the administration, who have complained that the warnings ratcheted up the fear about attacks without providing specific advice or information about how to respond.",0
"Frustrated, according to his associates, by elements of his political operation and performance so far, he appointed a new campaign manager last week who is preparing an aggressive new approach to the race.",1
Those who have known Mr. Rubio for years said they had been surprised at how quickly his fortunes had changed.,1
"If economists and regulators had recalled the securitizations of the 1920s, they might have realized that the recent boom in real estate securitizations was not what they took it to be: a result of American financial ingenuity that created ways to spread risk to those who could best afford to bear it and in the process made financing more available and less expensive.",0
"Christopher Cerf, a former deputy chancellor at the Department of Education, who is now advising the mayor's campaign and spoke on its behalf, said that when the New York City numbers become public, they could show that city students outperformed their peers in the rest of the state.",0
"With deficit-reduction talks beginning in Washington next week, some observers believe that the law's most expensive provisions -- like federal subsidies to help families with incomes up to 400 percent of the poverty level pay their insurance premiums -- could be scaled back in the name of deficit reduction.",1
"Justice Huttner asked the city's lawyer, Christopher Reo, if the city would make the same arguments after Mr. Giuliani left office, according to people in the courtroom.",1
"Each time economists attributed the hiring slowdown to one-time negative shocks, including last year's tsunami in Japan and the Arab Spring uprisings.",0
"Developing nations were hit by a series of financial crises during Mr. Fischer's time at the fund, and the changes in economic policy that the I.M.F. required from countries seeking its help remain controversial.",0
"Mr. Trump will emphasize longstanding efforts to reform what many Republicans see as the sclerotic and inefficient United Nations organization, but aides would not say whether he would commit to the traditional level of American financing as Washington remains in arrears.",0
"The government's position, announced to the two music agencies at a meeting in Washington on Wednesday, were confirmed by people briefed on the meeting who were not authorized to discuss it in detail.",1
"Despite the White House worries about his unhappiness at the prospect of the document's release, Mr. Wray, who has kept a relatively low profile since taking over the F.B.I. in August, was unlikely to resign over this issue, people familiar with his thinking said.",1
"Mr. Blunt has agreed to recuse himself from anything that affects Altria exclusively, she said, and Ms. Perlman, whom he married in 2003, has agreed not to lobby anyone in the House.",0
He was briefed on it but was notably silent about the conclusions.,0
Republican backers say the change helps achieve consistency across the state.,0
"But with polls showing that a clear majority of Americans believe that the Senate should consider a nominee, Democrats said they intend to hammer away at the issue.",1
"Advisers to Mr. Obama and Mrs. Clinton believe that the president, who ran against Mrs. Clinton in a sometimes nasty primary campaign in 2008, can be a persuasive voice for voters who may find her difficult to relate to or who have supported the more liberal stances of her rival, Senator Bernie Sanders of Vermont.",1
"Of course, Mr. Hevesi and Mr. Brodsky are Democrats, and Mr. Brodsky is a frequent critic of the Republican governor, so the Pataki administration's assertions of political motivations may indeed reflect political realities.",0
"For instance, Mr. Powell's letter said that spending on international peacekeeping would be cut by almost $67 billion, but the aide said the department had $100 million left unspent from last year.",0
"In purely monetary terms, war-wary Europe easily trumps the United States: Russian trade with Germany alone roughly equals that with America, and Russia's biggest company, the state-controlled monopoly Gazprom, supplies a healthy share of Europe's natural gas.",0
"Many economists think our national recovery will be rapid, like those that followed the first and second world wars, rather than what followed the financial crashes of 1929 and 2008.",1
""" Foreign policy: Given her hawkish reputation, Mrs. Clinton and her top advisers have been especially alert to any signs that a left-of-center Democrat would emerge to challenge her on foreign policy.",0
"Page A11 National MAINE, SHORT OF DENTISTS, Adds Teeth to Doctors' Training Maine has so few dentists -- one for every 2,300 people -- that primary care doctors who do their medical residency in the state are learning to lance abscesses, pull teeth and perform other basic dental skills.",0
"Mr. McKinnon had told friends, and some journalists, that he did not want to be part of a hard-fought campaign against such a historic candidacy.",0
"Mr. Fournier, who was savoring his victory for about as long as the unforgiving speed of the political blogs allows, made no apologies, noting that he always found it frustrating when news organizations were given official copies of presidential speeches under the condition that they not publish them before the White House gave the green light.",0
"Russian operatives are also trying to push black extremist groups toward violence, according to multiple officials, though they did not detail how.",1
"""A new president doesn't want to look vengeful,"" said a former Bush White House lawyer, Bradford A. Berenson, who was a Harvard law classmate of Mr. Obama and has represented administration figures as a private lawyer, ""and the last thing a new administration wants to do is spend its time and energy rehashing the perceived sins of the old one.",0
"Democratic officials do not actually run sex rings, but for fake-news readers they are part of the corrupt and all-powerful government that exploits helpless citizens for fun and profit.",0
"Republicans have repeatedly charged that Obama administration officials deliberately played down the attack, focusing much of their criticism on Susan E. Rice, the ambassador to the United Nations and once Mr. Obama's choice to succeed Mrs. Clinton.",0
The administration said that a $2.25 billion award would help California make a small down payment on its ambitious $45 billion plan to build trains that can go 220 miles an hour.,0
"The list includes nearly 40 Chinese import categories that Americans collectively spent $1 billion or more on in 2017, according to government statistics.",0
"Over all, the nation lost 131,000 jobs last month, according to the Department of Labor, which also said that June was far weaker than previously indicated.",0
That is not allowed under international rules.,0
"CORRECTION APPENDED A headline with an article in some copies yesterday about a congressional debate over the National Security Agency eavesdropping program misstated the title of Peter Hoekstra, Republican of Michigan, who said that intelligence briefings given to select members of Congress complied with the law.",0
Some conservative groups have argued that federal aid should be doled out in smaller chunks.,1
"On Tuesday, analysts speculated that the board could also be preparing the company for a possible sale.",1
"They also discussed the Saudi threats specifically, laying out the impacts if Saudi Arabia made good on its economic threats.",0
"For the young aides in this White House, one solution seems to be to meet and marry each other, or at least endeavor to find love inside the political bunker of the Trump administration.",0
"That may be an overstatement; unlike Mr. Christie, whose former aides implicated him at trial for knowing of the decision to close bridge lanes, Mr. Cuomo has not been similarly besmirched.",0
"Mr. Trump, for his part, told associates for years that Ms. Manigault Newman was conniving, a quality he appeared to admire before she began using his own tactics against him.",0
"Correction: January 13, 2015, Tuesday This article has been revised to reflect the following correction: Because of an editing error, an article on Friday about testimony that a federal grand jury is scheduled to hear concerning loans made to the re-election campaign of Gov. Sam Brownback of Kansas misidentified, in some editions, the political party of Paul T. Davis, who lost to Mr. Brownback in November.",0
"Some members of the commission have criticized the deal, and some victims' families have asked that the agreement be made public.",1
Interviews with dozens of voters revealed starkly divided reactions to the pandemic.,1
"Officially, China's job market is weathering the downturn surprisingly well, with government data showing unemployment of only 4 percent.",0
"To promote activism, the office will hold workshops across the city to link residents with grass-roots organizations, offer toolkits for how to advocate for policy changes, create a page on the public advocate's Web site to connect New Yorkers with similar problems and give out awards to those who ""successfully fight on behalf of their neighborhoods,"" according to a copy of a news release to be distributed on Monday.",0
"""We were very close to getting ready, at least on the Senate side, to be able to go forward,"" Mr. Conrad said.",0
"The Amtrak spokesman, William Schulz, said Amtrak officials would not comment further.",0
Officials unveiled a $1 billion program to offer loans to help the jobless pay their mortgages until they could find work again.,1
"Mr. Gensler said the rules should not apply to nonfinancial companies, or so-called end users, that buy derivatives to hedge costs.",0
"He has a great deal of knowledge of city government.""",0
"That was a bit below what economists had projected but considerably more than in each of the previous few months, when employment growth had all but stalled.",0
"But by adopting a clear position on a divisive social issue, Mr. Obama gave hope to some conservatives that the resulting contrast would make Mr. Romney, a former governor of Massachusetts, ""look more centrist,"" as Ken Khachigian, a Republican strategist in California, put it.",0
