review,sentiment
"Here's another film that doesn't really need much of a recommendation. It's a classic comedy, very funny and entertaining and which, of course, ultimately inspired a successful television series which many would say was even better (I enjoy both, personally). <br /><br />For some, it's hard to warm up to Jack Lemmon and Walter Matthau as Felix Unger and Oscar Madison when they were were weaned on the TV show starring Tony Randall and Jack Klugman (or perhaps vice versa). But what we've got there in both cases are four good actors who in real life seemed so much like their film counterparts that they managed to make these characterizations their own. It's Neil Simon's humorous material that's key, and where the laughs really originate from.<br /><br />For those who have somehow never heard of THE ODD COUPLE, it's the story of a neurotic and fussy neat-freak (Lemmon) who is thrown out of a 12-year marriage by his long-suffering wife and takes up residence in the Manhattan apartment of his sloppy and totally irresponsible buddy (Matthau). Pitting these two unlikely roommates together within the same four walls makes for some hugely funny predicaments.",positive
"This film is not at all as bad as some people on here are saying. I think it has got a decent horror plot and the acting seem normal to me. People are way over-exagerating what was wrong with this. It is simply classic horror, the type without a plot that we have to think about forever and forever. We can just sit back, relax, and be scared.",positive
"This movie is awful. It creates characters not in the book, and some of them are ethnic or racial stereotypes. Including an obnoxious little Jewish boy and a politically correct little black girl. Not to mention the Yiddish speaking elves. The book was a simple story about belief, and this movie is a dark, ugly, and needlessly scary movie about nothing.<br /><br />The animation is superb, but the story has been ruined by Hollywood.<br /><br />The good thing is that this movie will take a bath in the box office and maybe producers will learn to keep from tampering with a story that needs no improvement. Hanks was overdone and i don't see why there couldn't have been other actors' voices be used.",negative
Did I waste my time. This is very pretentious film. In the beginning you will think there's something going on but by the time some 30 minutes go by you realize nothing is happening. I waited for another 20 minutes and by then i was so frustrated that I started reading reviews on IMDb and realized that the director has wasted precious time of so many people. <br /><br />Unbelievably boring pointless film. Stay away. So many good soundtracks. I will give one point for the police inspector joke because that worked for me. I laughed for a long time but otherwise a very bad film. Stay away.1 on 10.,negative
"SPOILERS AHEAD For the first ten minutes or so of Star Witness we're introduced to a quote typical urban American family unquote in a nameless city, which is another way of saying Warner Brothers' version of NYC. Except for the young children, including the charming Dickie Moore, and sprightly Sally Blane, they're a pretty dreary lot, and their dinner table conversation is tedious and we wish the story would move along and bring in the star, Walter Huston. But wait, folks, wait. All of a sudden serious gangster movie action breaks out, drawing the family in against their will, and after that this baby never lets up. There's suspense, an Oscar-nominated script, good acting; everything you want old movies to beit is here. I do question Chic Sales performance; he must be an acquired taste, but his presence turns out to be crucial to the plot. He's treated to special status in the credits, so Warner Bros. must have really been high on Sale, but how his corny old man routine fit in with the public then is something lost to me. Perhaps it is lost to time period, an unknowable factor you had to be a 1931 moviegoer to understand. Also, the climax is typically melodramatic. Nevertheless, this right now is the best release of the studio that year I have seen so far (however, I've only seen eight, so perhaps that's an inconclusive view). Do not miss this when TCM shows it. 8 out of 10.",positive
"This movie is horrendous. Decent fight scenes or not, the acting is REALLY bad, like you can tell they're reading their lines from a card. With painful line delivery by everyone in the cast. Think watching a high school play and cringing at the obvious lack of smoothness in the actor's interactions (weird pauses between different character's lines, combined with hurried line delivery by others). If the movie were all action, this might be forgivable, but a lot of the movie includes plot set-up and Family Guy style, irreverent cut aways (Oh, wow, are they badly done). I'm assuming they were attempting to be funny with these, but it again came off as a bunch of high-schoolers/ college entry students goofing off for the afternoon trying to set up a funny Youtube clip. <br /><br />Now to the fight scenes. They're not too bad, considering the level of quality seen everywhere else in the film. Nothing great either, certainly not anywhere near the same level as other posters have stated (Nothing like Drunken Master). The fights have an overly staged feel, with LOTS of cuts to different angles with blatantly different positions by those involved. <br /><br />In sum, the only reason to watch this movie is if you were one of the guy's friends involved with this very, very cheap production. Which guy you may ask? Oh, the same guy who wrote, directed, produced AND stared in this Middle School masterpiece.",negative
"The movie is steeped in religion, so it is impossible to separate it from religion in commenting upon it. In my opinion, this movie pretends to explore deep issues, but thrives on stereotypes and prejudices; with little true insight. What the people in the movie (and therefore, the writer) failed to see was grace. They failed to understand that God is the author of beauty and He is the Creator of passion and sexual gratification in the proper context of marriage bonds. To imply that the people of the society in which the story is based believe that nudity is sinful, and both the man & the woman enjoying the act of marriage is dirty, is just an oversimplification. Such stereotypes really don't exist, for even Jewish holy writings speak clearly of the caring husband who will seek his wife's pleasure before his own. Scripture says that a man ought to love his wife as his own flesh, and that no man ever hated his own flesh, but he nourishes and cherishes it. Even if you want to ignore the New Testament, the writers & characters completely ignore that there are passages such as the Song of Solomon in the Old Testament, and the even the book of Proverbs which says, ""Rejoice in the wife of thy youth, let her breasts satisfy you always""! How can that be read in any way other way than that God knows, and approves of, and smiles on, the marital union and the enjoyment thereof? Real men don't ignore the value and needs of their wives. Those that do deny a very basic teaching of the Judeo/Christian religion. God NEVER said those things. It's absurd. Sonia rebelled because of the misapplication of the teachings of the true God of Abraham. It didn't need to be so. How sad. What Sonia desperately needed was TRUTH, not tradition. In knowing, loving and obeying God, we love others more; before ourselves. That is the faith of the God of Abraham, Isaac, Jacob & Joseph; once for all delivered to the Saints; bought & paid for by Jesus Christ, the Righteous. But alright, ignore all this and abandon ancient, holy Scripture and turn to the wisdom of homeless people & ghosts. That's a good plan. I would never recommend this movie; partly because the sexual content is unnecessarily graphic, but also because it really doesn't offer any valuable insight. Check out ""Yentl"" if you want to see a much more useful treatment of Jewish tradition at odds with society.",negative
"I caught this stink bomb of a movie recently on a cable channel, and was reminded of how terrible I thought it was in 1980 when first released. Many reviewers out there aren't old enough to remember the enormous hype that surrounded this movie and the struggle between Stanley Kubrick and Steven King. The enormously popular novel had legions of fans eager to see a supposed ""master"" director put this multi-layered supernatural story on the screen. ""Salem's Lot"" had already been ruined in the late 1970s as a TV mini-series, directed by Tobe Hooper (he of ""Texas Chainsaw Massacre"" fame) and was badly handled, turning the major villain of the book into a ""Chiller Theatre"" vampire with no real menace at all thus destroying the entire premise. Fans hoped that a director of Kubrick's stature would succeed where Hooper had failed. It didn't happen.<br /><br />Sure, this movie looks great and has a terrific opening sequence but after those few accomplishments, it's all downhill. Jack Nicholson cannot be anything but Jack Nicholson. He's always crazy and didn't bring anything to his role here. I don't care that many reviewers here think he's all that in this clinker, the ""Here's Johnny!"" bit notwithstanding...he's just awful in this movie. So is everyone else, for that matter. Scatman Crothers' character, Dick Halloran, was essential to the plot of the book, yet Kubrick kills him off in one of the lamest ""shock"" sequences ever put on film. I remember the audience in the theater I saw this at booing repeatedly during the last 45 minutes of this wretched flick, those that stayed that is...many left. King's books really never translate well to film since so much of the narratives occur internally to his characters, and often metaphysically. Kubrick jettisoned the tension between the living and the dead in favor of style here and the resulting mess ends so far from the original material that we ultimately don't really care what happens to whom.<br /><br />This movie still stinks and why so many think it's a horror masterpiece is beyond me.",negative
"Centered in the downtown and out skirts of Detroit, this comedy I found to be a terrific new comedic duo. 'Noriyuki Pat Morita' is a very funny man, who happens to be a cop from Japan on the trail of an industrial secrets thief, who has stolen a 'proto type' turbo super charger, reluctantly he goes to the United States to follow the thief, after being ordered by his commander. Pat's character collides with 'Jay Leno's' character, a fast talking' but down to business-player type Detroit cop. When they cross paths though, the honorable 'Ways' of Japan meet the all-out old school Detroit police investigative 'Ways'. The two stumble and trip over each other at first, but then develop a 'rythym' that turns into an explosive two layered powerhouse team, that solves the case, cold. After battling a city crime boss for the stolen 'equiptment' and closing the case, these two go from despising each other to being friends and working well together. A little worse for wear and in need of an extended-vacation on top of it all, they manage to come to a victorious closing. I rated this a 9. Lewis's direction makes' this a near perfect comedy. Fun for all ages. I recommend it highly.(***)",positive
"I went into a screening of ""SISTER HELEN"" at the Sundance Film Festival and did not know what to expect.<br /><br />I was riveted by the people in this documentary. Sister Helen is an incredible character!!! The filmmakers captured the essence of Sister Helen's amazing soul and took me into a world unknown. I was thoroughly satisfied by the journey and was completely caught off guard by this film's ending.<br /><br />This film speaks to those who desire a second chance at life.",positive
"The summary is only for those who hate this movie, as finding the movie OK or average is acceptable. Visiting this movie on IMDb has made me nostalgic as I can't help myself going back in the year 1994. I was one of the few lucky ones who saw this movie in theaters. It instantly became one of my favourite comedies and took some years to make it my favourite. How can I say what made this movie my favourite? Was it the excellent writing ( story was OK but screenplay and dialogues were fabulous) Was it the superlative performances? Was it the mood of the film?<br /><br />After thinking about it for so many years I say it has to be a mixture. It is one of those movies which didn't have any flaws not even its music.(the other movie coming up in my mind right now is Sholay)<br /><br />PS: Rajkumar Santoshi please keep a balance between your drama and comedy movies. Only 1 comedy is not enough. I want moreeeeeeee..........",positive
"If Sicily is a territory of the baroque, with its doubling of perspective, that's part of this movie's challenge to realism. And it's an exuberant pleasure here, outdoing Fellini with not one but three film directors, plus of course the actual Bellocchio, who has made some really great movies and shouldn't be touchy about his honor. There is a variety of takes and casting improvisations on Manzoni's ""I promessi sposi"" with, somewhere there, actual marriage. Sicily is also taken to be a territory of skulduggery (You already know this version of the island, so there's no spoiler involved), a comic version of which makes the picture worth seeing for Sergio Castellito's work with guard dogs on the floor of the great hall of a palazzo.",positive
"You looking for a comic drama with suspense and an ensemble cast? Well locate this little sleeper. John Lithgow and Billy Bob Thorton are great in this little plot twister. Don't forget the cameo by Jamie Lee Curtis. A touch of the 60's, a touch of ""the Prince and the Pauper"", and dash of that homegrown gold makes for a greast little story.",positive
"""Solomon and Sheba"" was the kind of film that you just had to go and see back in the late 50's when I was a kid: a biblical epic spectacular with well known performers, unusual costumes, lots of extras and battle sequences. So I went to see it; but I remember that back then ""Solomon and Sheba"" didn't impress me at all, which was a strange thing since I had enjoyed a lot ""The Ten Commandments"", ""Quo Vadis"", ""Helen of Troy"" and others. The point is that when you are a kid you disregard things in pictures that adults don't (bad acting, for instance) and you are easier to please with warriors in their armors, battles, sword duels and action, so if your'e not impressed then something is wrong with a product of this genre. <br /><br />This film, though it has some of such features, is definitely standard and average. Yul Brynner's wooden performance as the Hebrew king doesn't even light when he has voluptuous and half naked Gina Lollobrigida dancing around him provocatively. She is better and renders an acceptable acting. George Sanders doesn't look interested in what he is doing, and Marisa Pavan (Pier Angeli's twin sister) doesn't add at all as a sort of Brynner's conscience.<br /><br />The final sword duel between Brynner and Sanders is just for the plot and lacks interest and intensity (it had to filmed, that's all).<br /><br />Not a good farewell for director King Vidor, Solomon and Sheba will probably be remembered as Ty Power's last unfinished picture.",negative
"Just Go see this movie. It taps into everything awesome about rock and roll, the band comes up with some great songs (Classico, Pick of Destiny, Master Exploder etc). All this with the Humor of Teancous D makes this the best movie ever.<br /><br />The Cameos are great right of the back, with Meat Loaf and Dio singing to JB. Ben Stiller and Tim Robbins are great, I really like Tim Robbins character. You also find out who Satan really is! The Music and Musical references are hilarious and Awesome. Playin songs great songs from The Who, Dio, and others just complete it. i personally didn't think the band could top the awesome songs of the D, but they did with songs like Classico and Master Exploder. Seriously awesome music.<br /><br />Just go see it, its a must for anyone who loves rock!",positive
"I can't say this show is perfect. Perhaps all the previous commenters remember the old Tuesday 10:30 slot taken up by the childish humour of butch Elvira Curt (""There's a space shuttle humping a 747!""). Oh the glory of scrambling to hit any button on the remote to make it change.<br /><br />Face it, comedy can't pull a Showcase and create the comedic genius of the truly Canadian Trailer Park Boys. But hey, they try.<br /><br />This show is by far one of the better original shows. However, none of the following will find themselves laughing at the apparent ""players"" who showcase their stupidity in picking up girls:<br /><br />a) ""Dumb"" Girls - Obviously, they can't realise that they are just like the girls on the show. Oblivious. Jump on the man meat, you can call yourself a whore tomorrow and get his name. He looks good, he must be popular and nice. HAHAHAHA!!! Oh but you'd never do that! Nobody would... if they knew it was happening<br /><br />b) Unsocial guys who think women like nice guys - Obviously seeing these guys succeed at what you fail at or don't even get to experience is going to make your primal rages boil. Watch more closely, they get shot down most of the time. They say stupid crap.<br /><br />c) Girls with respect for one another - Obviously seeing your separate distinctly female species get caught up in real world situations is wrong wrong wrong. Nobody gets played. Women are not objects, they can't be played, because they are all very faithful angels who are going to clubs to converse politely with one another without fear of guys trying to pick them up.<br /><br />Oh wait... hmmmmmmmm<br /><br />As much as EVERYBODY will say that this show is not funny, and that it doesn't teach you anything, I have to take the opposite side. The show is very good at detailing the way relationships work for both men AND women. The way they think, and the way they think each other think, and social hierarchy. Its funny to see and hear the guys make absolutely idiotic comments to things the women say (""My grandfather died recently"" ""Oh... well are we having fun tonight?"").<br /><br />Besides, its a club. The place people go to have fun, and get laid. No matter who you are, you're going to a club to get or give attention to someone. Guys go there to test their game and pick up girls. Girls go there to flirt with guys and find the one that sweeps her off her feet the best. Lighten up!<br /><br />If you're a guy, learn a thing or two about different approaches and the different effects they have. If you're a girl, learn what these ""studly"" man whores really think like, and learn to tell them apart from genuine guys. Next time you get broken up with by one of those douchewads, realise its not because of him, its because you're dumb and thought he was the greatest guy ever when he was quite clearly a dick to you the whole time",positive
"Although at first glance this movie looks like the story of your parent's high school life (and many people will try to tell you that this movie is WAY outdated)... and I admit that that was MY first impression.... but honestly,the 'lessons' that are learned by the heroes/heroines are def. NOT outdated. Who doesn't want to be famous? And who doesn't want do be accepted my their peers? And the homosexual guy-isn't there a whole controversy today about gay marriage, blah, blah? This movie, though released in the 80's still addresses some of the biggest issues in today's world. This movie does have a little too much profanity and nudity for my taste, though. (thus the 8/10 rating)",positive
"I've just purchased the restored version of a film that I remember with much affection from childhood and it's certainly made for a curious afternoon's entertainment. Bedknobs definitely makes more sense in its complete form, the deleted scenes (especially those with McDowall) link events together quite neatly. What is a little disconcerting is the way the scenes have been remastered. Clearly, the soundtrack to this footage had been lost or damaged, so some bright spark at Disney decided to dub the scenes with new dialogue. Which would have been great except that half the cast weren't around to do it (some for better reasons than others) and the whole thing has a rather shoddy quality to it. Some of the lip-synching is pretty poor, and David Tomlinson's voice has been dubbed by a bloke who sounds absolutely nothing like David Tomlinson (there's actually a hint of German in it, I think). However, good to hear the full versions of all the songs (although 'Step in the right Direction' is still absent) and the moments of magic in this film still shine through. And I challenge you not to giggle when young Paul gazes so innocently at Angela Lansbury and coos ""but what's that got to do with my knob??""",positive
"I was fortunate enough to record this wonderful drama, both parts, when it originally aired on Masterpiece Theatre. I loved it but lost it. Then one day, while going through old tapes, found it again. I recorded it to DVD and watched and --- WOW! I still love it! The leads are excellent and my only complaint is I wish we had seen more Kester! What a man! And Prue. She's so strong and wonderful ... living in a time and age where her affliction and how she deals with it is seen as unfortunate and evil. Even her own brother tells Prue to her face that he doubts that a man will ever have her. *sigh* Unfortunately my copy is not the greatest, with wear and tear over the years, and I too would absolutely love to own this on professional DVD if it ever happens.",positive
"Flat characters that you do not and never will care about. Cringe-inducing dialogue at places. No twists (they think they have one, but if you didn't figure it out after about 40mins you're not too bright). Lots of well know actors in roles and performances that, fortunately for everyone involved, will be forgotten as soon as the end credits roll.<br /><br />I don't mind 'slow' movies, but they've got to be going _somewhere_. This one doesn't.<br /><br />The plot wasn't what made this a direct-to-DVD movie, that's just a rather convenient excuse to try and drum up some fake controversy.<br /><br />The as-of-writing 37(!) ten (10) ratings must be from people involved with the production.",negative
"It's very hard to say just what was going on with ""The Lady from Shanghai"" and what the film could have been without studio interference. Orson Welles' prime interest in film at this point was to raise money for his theater; indeed, funding his own projects is what drove him to seek out acting jobs. He made ""Lady from Shanghai"" for his soon to be ex-wife, Rita Hayworth. Harry Cohn was fearful for Rita's image and held back the release of this movie for one year.<br /><br />The plot concerns an Irish sailor, Michael O'Hara, who falls in love with Else (Hayworth, stunning with short blond hair). Her husband is a well known criminal attorney Arthur Bannister (Everett Sloane) who is as crippled on the inside as he is out. He hires O'Hara to work on his yacht, and there O'Hara is drawn deeper and deeper into a web of murder and deceit.<br /><br />""The Lady from Shanghai"" moves at a snail's pace, though I agree with one of the posters that films today are criticized for taking time to build a plot. Still, this movie drags. The scene in the fun house is fantastic - Welles wanted it without music, though, and I believe the studio cut it down. It's a shame. The photography throughout is stunning, atmospheric, bold, and very stylish.<br /><br />Welles was an excellent actor, handsome in his youth, charismatic and possessing a magnificent voice and technique, but in many films, it's almost as if he doesn't trust himself or doesn't take the time to develop a character. Instead he relies on externals such as accents and fake noses. One of the only times he didn't do this was ""Tomorrow is Forever,"" where the director gets an excellent, deeply felt performance out of him. Contrast that with ""Compulsion"" where he shows he is a master of pure technical acting as he phones in his performance. Here Welles is doing quadruple duty - as director, star, co-writer and narrator. Sporting a completely unnecessary accent and looking intense was a fast way to a characterization. Nevertheless, he is always compelling.<br /><br />The supporting players are excellent, including Sloan and Glenn Anders. Hayworth, gorgeous and soft-voiced (her singing was again dubbed by Anita Ellis) is as usual a complete goddess and one of the great screen presences. What a sad life for such a vibrant beauty.<br /><br />Any film that Orson Welles directed is worth seeing, and ""The Lady from Shanghai"" is no exception. But this one leaves the viewer frustrated, as does ""The Magnificent Ambersons"" - as does any work that Welles did within the studio system. He was a great artist who should have been given a freer reign; he wasn't. He was a strange dichotomy - he needed more freedom, but as is evidenced by some of his later work, he needed the structure of the studio. Alas, he couldn't have both.",positive
"Peter Lorre was born to play Stephen Danel with lines like: ""Mr. Smith, you shouldn't hold my wife like that."" and ""I told you not to keep the monkey in the house!"" The poster for this film is an eerie green and Peter Lorre leers in way that makes you never want to go to his penal colony / island. This film is not available on DVD although it is a classic and very rarely shown on TV. What exactly is the relationship between Stephen Danel and the monkey? Why does the monkey upset him so much. We will never know. The film should be colorized by someone and excerpts should be made into a Kinks video. The film was re-released in the 1950s and only a few of the Peter Lorre biographies spend any text on this film. Casablanca was right around the corner. Bogart could have been on that island but they surely did not have the budget for him",positive
"Poor second-string feature from Universal Pictures about a mama's boy movie actor doing criminal investigation work for the military, fending off the advances of the brash young woman he's been assigned to romance. Robert Montgomery directed and stars in this adaptation of the short story ""Come Be My Love"", and his acting performances of this era are unrelievedly lazy. The plot is sappy, predictable stuff, and writer Robert Carson has given all the really funny lines (as usual for films of this period) to the feisty black maid. It's always nice to see Ann Blyth and Jane Cowl in support, but they can't do much with this hokey material. * from ****",negative
"This movie was much better than I expected. After a couple of films by Will Smith that weren't that great like I, Robot, he is back to being likable and fun in this one. Smith plays, Hitch, a date doctor. Most of the film centers around him teaching Albert how to be himself and get a date with Allegra Cole, a rich famous celebrity whom he works with. Albert is a klutz and goof and always tripping on his feet or what-not. All Hitch does is teach him how to act more cool and not be so nervous around Allegra.<br /><br />During all this, Hitch meets Sara, a gossip columnist whom has sworn off men. Hitch charms her, so of course, they go out. But, Hitch may teach other guys how to get the girl to fall for them, he doesn't believe in love himself. He has never really had a girl since he was dumped in college. But, he likes Sara, so keeps going after her. Sara's friend is hurt by guy whom she thinks went to the date doctor. So Sara tracks the doctor down, only to learn its Hitch. So of course, she thinks he's a pig. Then it's up to hitch to explain to Sara and Allegra what he does, so they both end up forgiving.<br /><br />FINAL VERDICT: Good, has some laughs, and is entertaining. I recommend it.",positive
"CRY FREEDOM is an excellent primer for those wanting an overview of apartheid's cruelty in just a couple of hours. Famed director Richard Attenborough (GANDHI) is certainly no stranger to the genre, and the collaboration of the real-life Mr. and Mrs. Woods, the main white characters in their book and in this film, lends further authenticity to CRY FREEDOM. The video now in release actually runs a little over 2 and a half hours since 23 minutes of extra footage was inserted to make it a two part TV miniseries after the film's initial theatrical release. While the added length serves to heighten the film's forgivable flaws: uneven character development and blanket stereotyping in particular, another possible flaw (the insistence on the white characters' fate over that of the African ones) may work out as a strength. Viewing CRYING FREEDOM as a politically and historically educational film (as I think it should, over its artistic merits), the story is one which black Africans know only too well, though the younger generation may now need to see it on film for full impact. It is the whites who have always been the film's and the book's target audience, hopefully driving them to change. Now twelve years after the movie's production, CRY FREEDOM is in many ways a more interesting film to watch. Almost ten years after black majority rule has been at least theorically in place, 1987's CRY FREEDOM's ideals remain by and large unrealized. It therefore remains as imperative as ever for white South Africans, particularly the younger ones who have only heard of these actions to see it, and absorb the film's messages. In total contrast to American slavery and the Jewish Holocaust's exposure, South Africans' struggles have been told by a mere two or three stories: CRY FREEDOM, CRY THE BELOVED COUNTRY (OK, Count it twice if you include the remake), and SARAFINA (did I miss one?). All three dramas also clumsily feature American and British actors in both the white and black roles. Not one South African actor has played a major role, white, coloured, Indian or Black!). And yes I did miss another international South African drama, MANDELA and DEKLERK. Though this (also highly recommended) biopic was released after black majority rule was instituted, MANDELA was played by a Black American (Sidney Poitier, who also starred in the original S.A.-themed CRY THE BELOVED COUNTRY), while the Afrikaner DeKlerk was played by a (bald) very British Michael Caine, a good performance if you can dismiss that the very essence of Afrikanerdom is vehement anti-British feelings. Until local SABC TV and African films start dealing with their own legacy, CRY FREEDOM is about as authentic as you'll get. As villified as the whites (particularly the Afrikaners) are portrayed in the film, any observant (non-casual) visitor to South Africa even now in 1999, not to mention 1977 when CRY FREEDOM takes place, will generally find white's attitudes towards blacks restrained, even understated. Looking at CRY FREEDOM in hindsight, it is amazing that reconciliation can take place at all, and it is. But CRY FREEDOM at time shows not much has really changed in many people's minds yet, and that the Black Africans' goal to FREEDOM and reconciliation is still ongoing. This is why if you're a novice to the situation, CRY FREEDOM, is your best introduction.",positive
"I'm a big fan of Lucio Fulci; many of his Giallo and splatter flicks are amongst my favourites of all time, but this made for TV movie is extremely sub par and not what I've come to expect from the great Italian director. The film is neither interesting, like some of Fulci's more tame Giallo's, or gory like the majority of his cult classics; thus leaving it lacking in both major areas, and ultimately ensuring that the film isn't very good. The film works from a plot that has been used many times previously, but still it's an idea that always has the chance of springing an interesting story just because it focuses on the theme of the afterlife, which is the ultimate unknown. This film focuses on Giorgio Mainardi; a man that isn't exactly well liked and after he dies of an apparent stomach hemorrhage, there aren't many people that are sad to see him go. This means that his ghost is trapped somewhere between life and the afterlife, and so he decides to try and get to the bottom of his death, and his only ally in this endeavour is his daughter.<br /><br />The video that I saw this film on is proudly proclaimed that the film is ""in the style of HP Lovecraft"", and that's one of the most blatant attempts to sell a film I've ever seen. There is nothing even slightly reminiscent of the great horror writer in this tale, and the reason for that tagline would appear to be because of title similarity to the Stuart Gordon/Lovecraft film, 'From Beyond' - which is a lot better. The film does benefit from a distinctly Italian style, and the score is rather good. Unfortunately, however, Fulci has seen fit to positively roast every scene in it - and so the theme quickly becomes annoying. The plot plays out in a really boring way, and most of the scenes simply involve the ghost 'desperately' trying to find things out, or the daughter placing her suspicions over her family members. This movie was made for Italian TV, and so it's not surprising that it's all rather tame. There's a little bit of gore and a nightmare sequence with zombies; but this isn't the Fulci we all know and love. Overall, this film is extremely mediocre and not a good representation of Fulci's talents. Not worth bothering with, unless you're a Fulci completist.",negative
"Recently I saw this movie again (after 25 years). In the original there is a scene in the bathroom of an airplane during the landing between Jacqueline Bisset's character and Michael Brandon's character. The rented version did not have this scene in it. Did I imagine this?<br /><br />Or, is this part of the ""clean up"" of movies where some are altered to exclude portions some people think are not ""appropriate""?<br /><br />I love this movie -- it is exactly like the friendship between a friend and I and we've been friends for 25 years and saw it together. Her husband thought it was us as well.<br /><br />Thank you, Joan",positive
"I saw The Greek Tycoon when it first came out in 1978. I found it extremely boring. I thought it was no better than a travelogue except for one thing: For the first time in my life I realized why it would be good to be rich. Seeing the scenery off Aristotle Onassis' yacht and getting my first real peek into the lifestyle of the rich and famous opened my eyes. To paraphrase Martha Stewart: It was a good thing. Funny, I don't remember the sex scene. I hadn't seen the movie since it was on the big screen and found the lovemaking session with the mistress memorable this time. Maybe because I was younger and single back then, it was no big deal.",negative
"It takes a while to get adjusted to the sound of Sons of The Pioneers , but then you thoroughly enjoy it. If the soundtrack would be played by an orchestra like Max Steiner or Dmitri Tiomkin it would lose its folkloric character. The music conducts the film, everything seems to follow its rhythm. The whole cast is excellent. Ben Johnson and Harry Carey Jr. are the young men guiding the caravan. Ward Bond is the Mormon leader and Joanne Dru is a flirting actress. Ford was able to make of what would be an ordinary western, something totally different and original showing us the music, the dances, and most of all, the people.",positive
Sjöströms masterpiece and a movie that captures the swedish soul . It also served as a great inspiration for Bergman; the similarites between Körkarlen and Smultronstället (with Sjöström in the leading role as Isak Borg) from 1957 is not a coincidence. Don't miss it for the world!,positive
"I actually went to see this film in a theater, but what a complete waste of time and money! Bad acting, I'm sorry to say, did not help to enjoy this rather sticky screenplay.<br /><br />Some friends told me to go and see this film, since James Redfield, the author of the book, was very heavily involved in the screenplay. They had really enjoyed the book, so the movie just had to be perfect. Well maybe I had my hopes up a bit too high, but I absolutely hated this movie! It was predictable, too sweetish to a point that I actually left I had to vomit and worst of all there is going to be a sequel! Do the world a favor and stop this abominable crusade.",negative
"I'm sorry, but this is such a bad movie it's hilarious. Football hooligans arguing in a travel lodge? Suits? Shades?! Alan clearly had no idea what he was talking about when he made this, it is as far from the truth as you can get.<br /><br />The casting was atrocious...Gary Oldman as a football hooligan? He doesn't look scary, act scary or even come across as someone who would like football. And as for Yeti? What the hell? Suits, shades and sitting in a travelodge childishly taunting each other with ""its about time you got your nappy on"". Please.<br /><br />And the Yeti's gang spraying the ICC's underwear? <br /><br />I don't see how anyone can even take this film seriously!.<br /><br />4/10. Its possibly the most inaccurate portrayal of the crisis of the late eighties hooliganism i have ever seen.",negative
"David Bryce's comments nearby are exceptionally well written and informative as almost say everything I feel about DARLING LILI. This massive musical is so peculiar and over blown, over produced and must have caused ruptures at Paramount in 1970. It cost 22 million dollars! That is simply irresponsible. DARLING LILI must have been greenlit from a board meeting that said ""hey we got that Pink Panther guy and that Sound Of Music gal... lets get this too"" and handed over a blank cheque. The result is a hybrid of GIGI, ZEPPELIN, HALF A SIXPENCE, some MGM 40s song and dance numbers of a style (daisies and boaters!) so hopelessly old fashioned as to be like musical porridge, and MATA HARI dramatics. The production is colossal, lush, breathtaking to view, but the rest: the ridiculous romance, Julie looking befuddled, Hudson already dead, the mistimed comedy, and the astoundingly boring songs deaden this spectacular film into being irritating. LILI is like a twee 1940s mega musical with some vulgar bits to spice it up. STAR! released the year before sadly crashed and now is being finally appreciated for the excellent film is genuinely is... and Andrews looks sublime, mature, especially in the last half hour......but LILI is POPPINS and DOLLY frilly and I believe really killed off the mega musical binge of the 60s..... and made Andrews look like Poppins again... which I believe was not Edwards intention. Paramount must have collectively fainted when they saw this: and with another $20 million festering in CATCH 22, and $12 million in ON A CLEAR DAY and $25 million in PAINT YOUR WAGON....they had a financial abyss of CLEOPATRA proportions with $77 million tied into 4 films with very uncertain futures. Maybe they should have asked seer Daisy Gamble from ON A CLEAR DAY ......LILI was very popular on immediate first release in Australia and ran in 70mm cinemas for months but it failed once out in the subs and the sticks and only ever surfaced after that on one night stands with ON A CLEAR DAY as a Sunday night double. Thank god Paramount had their simple $1million (yes, ONE MILLION DOLLAR) film LOVE STORY and that $4 million dollar gangster pic THE GODFATHER also ready to recover all the $77 million in just the next two years....for just $5m.... incredible!",negative
"A recent post here by a woman claiming a military background, contained the comment ""A woman's life is no more valuable than a man's"".<br /><br />This mantra of the politically correct is not true as history as well as biology show. Societies have managed to recover from heavy losses of their male population, sometimes with astonishing speed. Germany was ready to fight another war in 1939 despite the 1914- 1918 war in which over two million of her men were killed. In South America's War of the Triple Alliance (1865), Paraguay took on three neighboring countries until virtually her entire male population was wiped out but fought to a stalemate in the 1932 Chaco War against much larger Bolivia.<br /><br />No society, however has or ever could survive the loss of its female population. Only when the very life of the nation is at stake are women sent to fight. Israel faced that situation in 1948 but since then has never considered coed combat units for its Defense Forces despite the popular image of the Israeli girl soldier.<br /><br />""G.I. Jane"" is Hollywood fluff.",negative
